cost_price,current_price,price_to_cost_ratio,target_margin,competitor_median_price,competitor_gap_pct,inventory_coverage_days,available_quantity,ema_daily_sales,demand_velocity_ratio,organic_sales_ratio,rolling_avg_sales_7d,day_of_week,month_of_year,is_festival_period,seasonal_multiplier,is_promotional_event_active,category_encoded,tier_encoded,target_price
3533.09,4546.37,1.2868,0.2387,4415.03,-2.8889,5.09,240,47.166,0.8092,0.7472,57.307,3,5,0,0.9516,0,1,0,4393.11
733.26,956.22,1.3041,0.1079,985.23,3.0344,3.52,78,22.181,1.2177,0.869,21.29,0,6,0,0.9926,0,1,2,1023.88
2969.86,4842.98,1.6307,0.2679,4453.68,-8.0385,2.57,87,33.826,1.5065,0.9152,23.785,4,5,0,0.9811,0,0,2,4912.03
1794.35,3035.51,1.6917,0.1896,3580.57,17.9558,29.01,398,13.721,1.924,0.8748,10.903,2,6,0,1.0184,0,4,1,2612.11
1880.49,3344.47,1.7785,0.2273,3422.12,2.3217,5.5,177,32.196,0.5572,0.8811,30.922,4,9,0,1.0083,1,5,1,2867.64
2088.31,2722.94,1.3039,0.1442,2582.94,-5.1412,9.54,261,27.371,0.8559,0.9336,30.129,0,7,0,1.0011,0,5,2,2558.78
3295.82,6476.79,1.9652,0.2354,7085.66,9.4008,2.11,65,30.735,0.9764,0.7952,24.514,2,1,1,1.0493,1,1,1,5413.67
2003.22,3391.32,1.6929,0.2544,3175.52,-6.3632,9.4,324,34.45,1.3519,0.8836,33.376,4,9,0,0.9839,0,6,0,2867.61
3797.15,7100.62,1.87,0.1946,5750.67,-19.0118,38.95,370,9.499,1.3381,0.8924,6.722,2,2,0,1.0158,0,5,0,5828.73
2320.37,3733.61,1.6091,0.2235,2999.23,-19.6696,26.77,422,15.762,0.6555,0.8716,15.549,5,4,0,1.0012,0,7,2,3146.18
807.59,1213.11,1.5021,0.1913,1117.02,-7.9212,2.81,104,37.076,1.8238,0.5451,45.883,3,4,0,0.9563,0,5,2,1205.87
4026.92,7975.74,1.9806,0.2788,6878.23,-13.7606,10.75,97,9.027,1.2276,0.9752,9.552,0,5,0,0.9805,1,8,0,6934.69
1785.91,2937.47,1.6448,0.1996,2764.12,-5.9015,27.2,486,17.868,2.4461,0.6582,17.232,2,10,1,1.0907,0,9,0,2579.6
2447.45,4617.95,1.8868,0.2684,5116.07,10.7864,2.82,95,33.657,1.1718,0.936,26.837,1,4,0,0.9579,0,1,2,4071.87
3584.5,7026.69,1.9603,0.2603,6489.99,-7.638,8.78,412,46.945,0.3674,0.6609,38.563,3,8,0,1.0092,0,6,0,5939.3
1996.05,3441.3,1.7241,0.1821,3523.4,2.3859,101.5,476,4.69,0.6625,0.8603,3.498,0,9,0,0.9697,0,4,0,2931.34
754.64,1219.94,1.6166,0.146,1424.72,16.7858,17.9,471,26.311,0.9226,0.8909,30.138,3,11,1,1.1097,1,0,2,1010.09
2182.64,2516.55,1.153,0.1812,2716.16,7.9317,8.98,45,5.013,0.6557,0.9303,3.741,1,11,1,1.081,1,2,1,2736.03
4750.02,5624.1,1.184,0.2652,5763.03,2.4703,19.26,377,19.577,0.6437,0.9301,18.214,0,12,1,1.0805,1,3,0,5480.1
3387.8,4474.35,1.3207,0.1455,5131.29,14.6822,3.13,30,9.594,2.5914,0.8731,11.032,3,2,0,1.0064,0,1,1,4962.91
3521.66,4606.7,1.3081,0.2049,4294.63,-6.7742,12.4,407,32.822,0.5354,0.7849,37.014,6,12,1,1.0902,0,6,1,4945.03
3345.27,4571.46,1.3665,0.2612,4018.95,-12.0862,9.81,374,38.134,0.7675,0.8006,39.908,3,9,0,0.9878,1,0,0,3847.06
1395.46,1966.48,1.4092,0.1707,2160.9,9.8868,29.04,381,13.12,1.0336,0.8351,13.681,6,2,0,1.0001,0,2,1,1673.22
2382.5,3469.06,1.4561,0.2284,2856.83,-17.6482,11.08,398,35.931,0.5181,0.5798,27.099,2,3,1,1.0745,1,8,2,3028.68
3879.23,5847.77,1.5075,0.1491,5670.43,-3.0327,8.87,203,22.894,0.9217,0.586,18.429,2,6,0,1.0119,1,1,0,4981.87
956.18,1179.96,1.234,0.1219,1079.46,-8.5169,9.87,147,14.895,0.3067,0.7677,15.206,3,9,0,0.9563,1,4,0,1127.18
1750.34,2075.91,1.186,0.2589,2467.29,18.853,4.92,131,26.647,0.7592,0.8933,24.218,2,7,0,1.0017,0,3,1,2356.6
1743.44,3003.68,1.7229,0.1198,2856.02,-4.9162,9.44,185,19.603,0.5716,0.7957,13.945,0,8,0,0.9569,0,2,0,2608.69
2444.09,3927.0,1.6067,0.1543,4183.71,6.5372,37.49,460,12.27,0.8578,0.7004,14.465,2,2,0,0.9783,1,4,0,3496.66
4911.66,7502.67,1.5275,0.271,6807.88,-9.2606,4.94,188,38.085,0.9725,0.616,41.6,0,9,0,0.9812,0,5,1,6579.07
803.76,1357.77,1.6893,0.1693,1620.19,19.3269,12.18,488,40.079,1.9628,0.6784,35.889,0,6,0,0.9701,0,0,1,1132.32
2834.15,5253.18,1.8535,0.2946,4581.6,-12.7843,3.13,126,40.215,0.737,0.6348,30.52,0,3,1,1.0811,0,1,0,4394.49
1307.14,1978.41,1.5135,0.2959,2300.26,16.2681,18.4,363,19.725,2.9113,0.906,20.804,0,2,0,0.991,0,0,0,1674.96
4868.04,8251.1,1.695,0.1537,8070.8,-2.1851,42.23,393,9.307,1.112,0.7609,8.461,3,12,1,1.1044,1,2,2,7053.65
1009.87,1979.88,1.9605,0.1082,1922.28,-2.909,7.02,296,42.18,0.6241,0.6866,35.99,4,2,0,0.9761,0,7,2,1668.86
2316.2,4316.67,1.8637,0.241,4664.24,8.0519,17.98,308,17.134,1.0699,0.9007,19.411,4,10,1,1.0395,0,7,0,3779.18
3820.48,5776.95,1.5121,0.1902,4837.2,-16.2673,2.28,86,37.655,1.8548,0.9173,33.773,6,9,0,0.9846,0,3,0,5043.96
3670.49,6232.53,1.698,0.1202,6348.94,1.8677,11.06,454,41.055,0.5863,0.8749,32.09,6,4,0,0.9748,0,5,2,5196.49
2402.28,3124.19,1.3005,0.2415,2774.24,-11.2012,3.11,120,38.639,2.6409,0.9547,38.214,6,8,0,0.9725,0,8,1,3534.46
2059.36,3349.43,1.6264,0.1062,2890.05,-13.7151,16.47,331,20.1,1.3048,0.5382,24.062,0,11,1,1.1153,0,6,0,2857.28
2289.26,4542.18,1.9841,0.274,5228.0,15.099,6.45,303,46.963,0.5644,0.7772,56.815,4,7,0,1.0095,1,1,2,3751.48
1689.24,2686.86,1.5906,0.1277,3221.31,19.8915,11.93,398,33.348,0.7702,0.8243,40.338,0,5,0,0.9976,0,1,2,2283.36
1424.0,2760.41,1.9385,0.1255,3280.69,18.8479,4.59,134,29.212,0.8123,0.9652,27.826,4,11,1,1.0226,0,2,0,2388.6
2673.68,4000.45,1.4962,0.1351,4514.37,12.8465,9.29,327,35.198,1.7405,0.7418,41.342,5,4,0,0.9958,0,7,0,3361.15
1708.4,3415.13,1.999,0.2921,3988.83,16.7988,62.04,198,3.192,0.5545,0.9004,3.862,1,6,0,0.9933,1,9,2,2914.17
1793.58,2945.66,1.6423,0.2386,3445.49,16.9685,8.44,170,20.135,2.1592,0.679,19.646,2,10,1,1.1179,0,8,0,2961.42
3455.4,4097.86,1.1859,0.2603,3567.37,-12.9455,5.86,259,44.18,1.7697,0.9215,39.375,6,8,0,0.9507,0,2,1,4592.81
4858.42,8010.28,1.6487,0.1795,6682.81,-16.5721,13.83,123,8.893,2.2983,0.9546,9.971,4,5,0,0.9647,0,8,0,6870.57
3216.37,4449.48,1.3834,0.1673,3785.24,-14.9286,11.31,241,21.306,1.0298,0.882,26.476,0,2,0,1.0051,0,9,2,4037.65
846.41,996.74,1.1776,0.1469,862.22,-13.4958,20.81,434,20.857,1.8542,0.7136,26.766,2,4,0,1.015,0,7,2,975.44
840.13,1552.32,1.8477,0.1961,1752.54,12.8979,3.79,70,18.446,0.8866,0.7643,16.124,2,11,1,1.0671,0,4,0,1328.7
4781.4,6619.23,1.3844,0.2104,7787.59,17.651,13.34,381,28.555,1.6667,0.775,36.371,3,1,1,1.0215,0,9,2,7627.56
1837.81,3357.8,1.8271,0.2264,3158.8,-5.9264,1.16,58,49.814,1.0447,0.9751,49.792,6,9,0,1.0085,0,2,1,2845.6
914.3,1275.44,1.395,0.1514,1037.88,-18.6255,7.98,108,13.537,2.4609,0.8694,11.961,3,6,0,0.9766,0,6,0,1084.04
3195.7,4202.91,1.3152,0.2897,3879.26,-7.7008,1.13,40,35.543,1.1436,0.7932,45.958,4,7,0,1.0185,0,8,0,4465.69
3306.42,6539.59,1.9778,0.134,7078.81,8.2455,11.64,444,38.142,0.6555,0.9243,46.788,3,1,1,1.0469,0,5,2,5622.52
3418.27,4981.78,1.4574,0.2931,5864.37,17.7162,9.62,285,29.64,2.1307,0.9265,33.062,6,5,0,0.9734,0,2,1,5399.92
1703.31,2829.49,1.6612,0.103,2772.55,-2.0122,65.44,378,5.776,1.1099,0.8504,7.145,0,9,0,0.9892,0,4,0,2414.82
568.0,947.7,1.6685,0.1962,885.55,-6.5573,4.99,145,29.046,0.7647,0.7459,32.209,3,1,1,1.1152,0,6,2,910.33
4842.57,7875.97,1.6264,0.1667,8358.68,6.1289,5.97,285,47.72,0.7467,0.8797,46.013,1,1,1,1.0864,0,7,0,6931.02
1629.02,3139.92,1.9275,0.1898,2777.1,-11.5549,21.96,390,17.761,0.6408,0.8798,22.536,4,11,1,1.1188,0,3,1,2592.81
3542.12,6104.04,1.7233,0.2141,6753.06,10.6326,1.58,51,32.345,0.4886,0.5938,41.335,2,2,0,0.9751,0,1,2,5240.97
3679.83,5494.63,1.4932,0.1871,5305.69,-3.4387,3.65,175,48.01,0.8097,0.7,42.658,5,3,1,1.1036,0,9,0,5373.4
3245.03,6110.47,1.883,0.183,7277.02,19.0909,6.93,278,40.102,1.1078,0.849,36.598,2,6,0,0.9907,0,1,2,5301.73
1908.08,2487.96,1.3039,0.2465,2919.98,17.3648,10.91,379,34.727,0.8265,0.8461,32.283,1,11,1,1.0974,0,2,2,2879.97
1719.93,2773.57,1.6126,0.2372,2957.03,6.6148,3.38,164,48.586,0.151,0.8919,57.977,0,6,0,0.9604,0,7,1,2404.44
3189.51,6244.95,1.958,0.2667,6614.61,5.9193,34.83,326,9.359,0.4637,0.8672,10.993,6,10,1,1.0341,0,0,1,5052.41
4397.43,7394.67,1.6816,0.15,6280.0,-15.074,12.48,485,38.865,1.6001,0.5091,50.13,6,10,1,1.1156,0,6,0,6308.15
4760.3,8780.01,1.8444,0.2219,8010.69,-8.7622,22.74,476,20.935,0.9444,0.7283,20.498,2,1,1,1.0636,0,5,2,7508.41
976.58,1665.58,1.7055,0.217,1906.7,14.4772,25.78,481,18.661,0.4261,0.7949,21.312,1,3,1,1.0544,0,1,2,1397.23
1196.73,2230.06,1.8635,0.1739,2107.84,-5.4806,9.47,251,26.513,0.8371,0.8178,32.188,3,9,0,0.9604,0,8,2,1860.57
4751.31,9278.43,1.9528,0.1972,8996.84,-3.035,38.44,102,2.654,1.0643,0.8012,2.21,4,8,0,0.9983,0,4,0,7830.3
3814.41,5271.45,1.382,0.1628,5987.99,13.5929,3.19,52,16.314,1.6123,0.7969,17.494,6,11,1,1.1037,0,1,1,6199.64
4473.47,5789.62,1.2942,0.1284,5620.39,-2.923,27.78,254,9.145,0.7095,0.8508,9.406,1,9,0,0.9532,0,2,1,5171.86
1411.85,2204.45,1.5614,0.1428,2513.08,14.0005,46.18,360,7.796,1.3732,0.8968,8.932,1,11,1,1.0496,0,6,2,1999.09
3144.14,5491.5,1.7466,0.1211,4545.7,-17.2228,9.81,172,17.53,0.989,0.641,19.585,3,8,0,1.0199,0,6,0,4773.2
3655.13,4909.25,1.3431,0.2366,5284.46,7.643,6.2,250,40.311,0.8308,0.8041,47.876,6,9,0,0.979,0,9,2,5261.89
3560.5,4106.99,1.1535,0.2321,3389.1,-17.4796,16.21,176,10.854,1.5473,0.9412,9.624,0,7,0,1.0127,0,0,1,4141.46
2336.68,3368.32,1.4415,0.2901,3759.06,11.6005,1.78,48,27.039,0.6235,0.9466,22.438,5,10,1,1.0593,0,9,2,3860.03
569.28,1123.49,1.9735,0.2459,1146.95,2.0887,2.92,110,37.684,1.6059,0.8912,44.585,5,9,0,0.987,0,3,2,986.84
3123.17,5436.57,1.7407,0.1104,5558.07,2.2349,16.32,209,12.808,0.5651,0.8172,11.736,6,3,1,1.1196,0,5,2,4476.81
1638.96,2443.89,1.4911,0.2768,2323.35,-4.9325,5.34,247,46.286,0.7496,0.7782,40.387,3,6,0,1.0193,0,7,1,2257.92
2526.14,3318.57,1.3137,0.2725,3853.97,16.1335,4.0,174,43.458,0.8251,0.6935,39.203,6,6,0,0.955,0,2,0,3602.64
4809.11,6986.09,1.4527,0.1887,7011.5,0.3638,7.97,106,13.308,0.9461,0.9589,9.845,6,1,1,1.0874,0,2,2,7560.21
2295.66,2971.42,1.2944,0.2172,2686.68,-9.5825,3.07,152,49.492,0.2803,0.672,57.603,3,12,1,1.0475,0,7,1,3018.61
4279.11,5307.63,1.2404,0.2952,5995.78,12.9652,10.24,346,33.789,1.0542,0.905,38.151,2,12,1,1.0918,0,7,2,6223.41
1348.43,2589.98,1.9207,0.2065,3054.24,17.9253,10.25,154,15.019,0.4011,0.7298,15.494,5,11,1,1.0436,1,7,0,2229.84
3526.07,7045.1,1.998,0.2811,6318.87,-10.3084,4.04,139,34.371,1.0874,0.9799,38.827,1,10,1,1.0364,0,0,2,5775.91
4896.53,6314.06,1.2895,0.1166,6579.92,4.2106,4.46,150,33.646,1.147,0.5544,31.085,1,10,1,1.0834,1,7,0,6055.1
958.52,1146.72,1.1963,0.1382,1187.35,3.5429,8.86,272,30.703,1.6296,0.7004,26.934,3,7,0,0.9598,1,7,1,1137.13
537.44,768.68,1.4303,0.1882,802.39,4.3848,1.2,43,35.873,0.5129,0.9394,43.671,3,3,1,1.0385,1,1,0,677.86
2451.12,3780.64,1.5424,0.217,3877.77,2.5694,4.95,70,14.147,1.1215,0.9633,13.489,1,12,1,1.0712,0,8,0,3522.6
916.81,1213.95,1.3241,0.2632,1019.81,-15.9929,2.53,124,48.97,0.9764,0.9409,40.036,1,2,0,0.9668,0,6,1,1305.09
3867.73,5438.84,1.4062,0.2977,5248.46,-3.5005,3.51,151,43.037,0.7529,0.6237,49.468,6,7,0,0.9828,0,7,0,4828.53
4615.47,6095.84,1.3207,0.1778,7280.17,19.4286,12.09,454,37.541,0.5843,0.6649,33.844,1,10,1,1.0876,0,1,0,6295.73
2453.09,4435.49,1.8081,0.1095,3704.88,-16.4719,152.04,348,2.289,1.0412,0.9936,1.893,0,4,0,0.9733,0,3,1,3924.08
1664.2,2921.83,1.7557,0.2602,3120.08,6.7854,10.52,315,29.929,1.9512,0.9448,21.439,3,7,0,1.0064,0,6,0,2435.39
2454.81,4147.92,1.6897,0.2209,4802.13,15.772,8.65,308,35.618,0.8867,0.8774,45.675,3,1,1,1.0406,0,5,0,3480.3
3755.52,5554.91,1.4791,0.1397,4889.79,-11.9737,5.11,219,42.851,1.8717,0.8979,42.01,6,10,1,1.0934,0,6,2,5815.07
540.74,1039.68,1.9227,0.199,1165.45,12.0968,4.52,214,47.362,1.7735,0.6847,37.75,2,8,0,0.9883,0,0,0,912.29
3152.54,6223.44,1.9741,0.2485,5580.62,-10.329,7.17,329,45.877,0.3431,0.9406,52.973,2,2,0,1.0049,0,7,0,5377.68
3259.81,4229.91,1.2976,0.2541,3435.33,-18.7848,6.84,143,20.896,0.6508,0.7384,25.756,4,8,0,0.9513,0,6,0,3779.05
3369.6,4513.78,1.3396,0.1999,4551.93,0.8453,2.36,106,44.929,0.76,0.7415,45.682,1,8,0,0.9649,0,3,1,4409.21
1589.1,2537.45,1.5968,0.161,2751.48,8.4349,477.48,495,1.037,1.9385,0.791,0.743,1,9,0,0.9526,1,0,0,2104.7
3713.24,4558.23,1.2276,0.2947,4005.67,-12.1224,19.37,353,18.222,0.9901,0.8817,16.748,6,4,0,0.9589,0,7,1,4270.22
911.26,1386.01,1.521,0.2327,1147.86,-17.1828,42.55,280,6.58,1.9066,0.9069,5.566,4,12,1,1.0738,1,9,1,1182.69
1396.72,2296.93,1.6445,0.1816,2346.05,2.1383,7.25,321,44.27,0.9341,0.6339,47.893,3,1,1,1.0757,0,6,0,1941.53
4448.62,7090.04,1.5938,0.1561,6090.97,-14.0911,6.56,305,46.471,1.9335,0.5193,46.997,6,10,1,1.1143,0,7,0,6248.14
3824.25,5473.55,1.4313,0.2462,4782.38,-12.6274,23.92,324,13.544,1.2538,0.8525,12.372,1,8,0,0.9789,1,9,0,4614.63
561.85,905.19,1.6111,0.1484,978.86,8.1382,17.53,333,18.998,0.9533,0.8714,20.691,2,9,0,0.9704,0,0,0,748.18
1617.69,3178.74,1.965,0.1343,3321.28,4.4843,9.71,478,49.21,1.7992,0.9257,51.703,0,11,1,1.101,0,4,0,2769.49
1464.83,1941.07,1.3251,0.206,2288.11,17.8789,14.72,423,28.737,0.777,0.9624,35.746,5,9,0,0.9876,0,8,0,1747.66
1718.63,2933.02,1.7066,0.158,2725.85,-7.0634,15.34,389,25.356,2.7466,0.8488,26.828,3,6,0,1.0063,0,4,0,2521.69
1614.02,1915.66,1.1869,0.2258,1696.81,-11.4244,2.47,63,25.521,0.4815,0.9391,25.639,6,8,0,1.0183,0,9,1,2094.63
781.37,942.68,1.2065,0.1236,1001.41,6.2296,8.06,283,35.113,0.8063,0.7308,41.932,0,8,0,1.0072,0,2,2,1005.82
2565.23,4153.25,1.6191,0.231,4937.38,18.8799,5.53,264,47.773,1.0517,0.754,39.243,0,5,0,0.9773,0,8,1,3608.47
3797.3,4705.61,1.2392,0.1567,4806.27,2.1392,0.26,5,18.964,0.6901,0.9005,16.047,4,4,0,1.0113,1,8,0,4423.3
3230.29,3776.2,1.169,0.1,3464.76,-8.2473,42.28,400,9.46,1.218,0.7169,11.07,0,10,1,1.1132,0,3,2,4356.86
3527.92,4571.43,1.2958,0.1254,5322.01,16.4188,16.59,167,10.066,0.9415,0.7198,9.717,1,10,1,1.0836,0,3,2,4901.4
865.17,1410.33,1.6301,0.2867,1472.61,4.4158,177.21,354,1.998,1.1793,0.7983,1.889,4,11,1,1.1013,0,7,0,1183.73
4781.71,8357.66,1.7478,0.2735,7397.29,-11.4909,16.27,459,28.215,0.6411,0.7333,34.768,2,2,0,0.9747,0,6,0,7121.88
4273.21,5649.64,1.3221,0.1467,6665.71,17.9846,3.7,172,46.527,0.6017,0.7478,49.601,0,3,1,1.0387,0,4,1,6369.87
4122.91,7083.24,1.718,0.2557,6440.11,-9.0796,9.38,337,35.941,0.9858,0.9544,42.473,1,11,1,1.1075,0,5,2,6556.96
4203.43,5485.91,1.3051,0.2217,6360.33,15.9393,2.38,118,49.655,1.4399,0.9311,58.886,1,12,1,1.0983,0,2,2,6411.43
4697.2,7851.08,1.6714,0.2942,8210.93,4.5835,9.35,426,45.567,2.5136,0.8582,35.178,6,3,1,1.0955,0,5,0,8056.33
2949.14,4424.2,1.5002,0.1747,4428.89,0.1059,8.96,225,25.101,0.4011,0.768,27.416,6,12,1,1.0413,0,7,0,3863.44
1401.27,2390.19,1.7057,0.2363,2230.11,-6.6973,6.96,173,24.841,0.9062,0.8004,31.585,6,6,0,0.9987,0,9,2,2025.61
3275.53,6537.28,1.9958,0.1127,5540.61,-15.2459,14.03,446,31.79,1.2479,0.9025,31.409,2,7,0,0.9698,0,8,2,5617.09
3842.97,7482.81,1.9471,0.1792,6719.0,-10.2075,19.89,128,6.436,1.2004,0.932,7.332,4,6,0,0.9505,0,2,0,6493.36
3820.63,4407.63,1.1536,0.2928,4109.69,-6.7597,6.04,186,30.777,0.5431,0.6751,32.009,4,11,1,1.0732,0,7,0,5157.47
2846.52,5415.86,1.9026,0.2078,4958.19,-8.4505,2.61,62,23.74,0.6953,0.8708,19.536,4,1,1,1.0377,0,2,0,4588.88
808.06,974.94,1.2065,0.1576,808.55,-17.0669,14.22,462,32.494,0.9931,0.9726,26.552,2,7,0,0.9645,0,1,1,929.27
2170.01,4253.41,1.9601,0.1241,4389.15,3.1913,13.24,380,28.695,3.8255,0.7644,27.556,2,12,1,1.0238,0,4,1,3659.68
4643.45,6452.31,1.3896,0.2407,6388.25,-0.9928,16.84,273,16.209,1.6025,0.686,16.044,2,9,0,0.9892,0,3,0,5364.3
3130.02,4615.93,1.4747,0.229,3889.32,-15.7415,2.76,85,30.78,1.1915,0.8395,30.838,4,8,0,0.9591,0,4,1,4117.73
2922.49,3588.51,1.2279,0.1748,3536.62,-1.4458,11.04,209,18.935,0.2601,0.8349,24.104,0,11,1,1.0779,0,5,2,3895.42
1709.84,2129.49,1.2454,0.2902,1770.85,-16.8414,47.07,496,10.536,0.5175,0.9313,8.009,2,5,0,1.0141,0,2,2,1966.32
2158.02,3814.8,1.7677,0.1044,4473.27,17.2612,5.63,192,34.078,0.5409,0.9004,31.636,2,4,0,1.0054,0,0,0,3252.29
4529.06,8843.81,1.9527,0.1607,7991.55,-9.6369,14.8,237,16.011,1.196,0.9329,16.151,4,5,0,1.0159,0,3,2,7626.98
3499.08,5840.45,1.6691,0.2842,6365.68,8.993,0.43,19,44.562,0.9342,0.8599,56.945,2,3,1,1.0584,0,5,2,6764.23
4043.24,7109.93,1.7585,0.1642,6402.49,-9.95,40.77,439,10.767,0.7279,0.8454,10.795,0,9,0,1.0166,0,1,2,6317.02
2544.55,4574.28,1.7977,0.1505,4527.65,-1.0195,5.95,181,30.407,1.182,0.984,35.429,4,5,0,0.9833,0,1,2,3853.28
3336.11,4581.79,1.3734,0.2068,5375.84,17.3307,1.62,47,29.006,0.4698,0.3103,33.344,2,7,0,0.9941,0,0,2,4808.64
1617.73,1922.58,1.1884,0.2648,2208.42,14.8675,21.24,227,10.689,0.6654,0.9164,11.115,2,7,0,0.9706,1,8,1,1860.39
3674.57,4231.61,1.1516,0.1206,4703.65,11.1552,2.35,53,22.554,0.9676,0.9506,17.557,6,1,1,1.1135,0,2,1,4808.1
2424.21,3510.38,1.4481,0.2886,3917.85,11.6076,2.96,101,34.101,2.5462,0.8668,28.347,3,6,0,0.9806,1,1,0,3346.37
2491.45,3376.53,1.3552,0.259,3813.4,12.9385,5.3,88,16.608,1.5649,0.9094,14.018,3,4,0,0.9631,0,3,2,3893.74
3421.95,4116.5,1.203,0.1363,4516.03,9.7054,21.74,143,6.578,1.2405,0.9288,4.757,1,3,1,1.048,0,5,1,4661.88
4713.26,6139.49,1.3026,0.2424,7114.09,15.8742,4.72,147,31.147,0.8184,0.6714,28.89,1,3,1,1.0925,0,0,1,7316.95
788.03,989.63,1.2558,0.177,930.34,-5.9906,19.11,229,11.982,0.991,0.8888,12.776,2,6,0,0.9805,0,8,1,933.28
4211.34,8117.98,1.9276,0.1805,8202.83,1.0451,8.78,302,34.392,1.8368,0.8293,27.052,3,1,1,1.0497,0,8,2,6985.96
1815.72,2304.57,1.2692,0.2567,2439.53,5.8566,5.91,249,42.134,2.4915,0.7832,33.919,1,5,0,0.9771,0,7,1,2627.47
2497.64,4013.71,1.607,0.2926,3528.52,-12.0882,31.8,224,7.044,0.8869,0.9066,7.919,4,4,0,0.9565,0,5,0,3384.17
598.61,990.18,1.6541,0.1253,991.48,0.1305,17.38,390,22.443,1.2527,0.6974,17.989,3,10,1,1.118,1,3,0,817.69
1854.71,2989.73,1.612,0.1841,2540.17,-15.0368,17.81,406,22.801,1.5794,0.892,17.812,0,8,0,0.9674,0,1,2,2504.07
2761.84,3408.66,1.2342,0.1962,3560.88,4.4656,14.32,458,31.994,1.2268,0.8188,41.167,0,9,0,1.0163,0,7,0,3442.21
752.79,1069.7,1.421,0.1753,897.53,-16.0951,9.2,160,17.386,0.5196,0.9297,12.324,0,8,0,0.9915,0,6,1,931.75
2709.93,3234.52,1.1936,0.1726,3238.86,0.1341,7.76,167,21.51,0.689,0.8673,19.257,0,7,0,0.9519,0,3,2,3212.88
4672.0,6944.08,1.4863,0.1105,6837.55,-1.5341,68.66,109,1.588,1.4482,0.8733,1.145,3,3,1,1.1058,0,2,0,5995.31
974.27,1276.59,1.3103,0.2371,1078.36,-15.5284,37.15,260,6.999,0.7545,0.844,8.418,4,8,0,0.9951,0,5,2,1132.94
3939.98,6411.88,1.6274,0.1872,6256.29,-2.4266,5.95,172,28.923,2.4517,0.9456,30.373,0,1,1,1.0744,0,0,1,6339.79
2343.52,4075.12,1.7389,0.139,4364.95,7.1123,31.61,366,11.579,0.8574,0.5854,8.438,4,4,0,0.9756,0,1,0,3510.46
3448.28,5525.19,1.6023,0.2632,5734.51,3.7886,36.61,296,8.084,0.5133,0.8797,8.644,1,3,1,1.021,1,6,1,4787.04
1671.06,2538.52,1.5191,0.2605,2495.92,-1.6781,23.14,391,16.896,1.6775,0.6499,13.075,1,11,1,1.0819,0,2,0,2187.13
1217.72,1801.28,1.4792,0.1973,1703.98,-5.4022,26.85,242,9.013,0.8353,0.9256,8.99,2,3,1,1.0858,1,0,2,1579.29
1222.08,2279.72,1.8654,0.1597,1876.11,-17.7045,53.04,208,3.921,0.869,0.6716,4.32,3,2,0,0.9546,1,1,0,1929.57
817.21,1092.18,1.3365,0.2276,1291.34,18.2359,16.23,242,14.909,1.5434,0.6454,11.765,0,7,0,0.9977,0,9,0,971.88
1335.41,2369.13,1.7741,0.1576,2276.93,-3.8917,27.94,253,9.054,0.6094,0.9452,9.038,4,10,1,1.1004,0,9,0,1974.42
3488.99,6258.75,1.7939,0.1472,6049.66,-3.3409,2.02,81,40.17,1.0419,0.6711,39.144,4,3,1,1.0543,0,8,2,5545.01
4467.61,6729.65,1.5063,0.2461,5729.2,-14.8663,106.38,433,4.07,0.5457,0.8773,5.086,5,7,0,0.9936,0,6,0,5793.63
4163.57,5840.26,1.4027,0.1081,5916.57,1.3067,12.6,474,37.625,1.0387,0.919,48.815,3,2,0,0.9789,0,6,1,4944.89
3583.1,5553.67,1.55,0.119,6618.24,19.1688,1.52,30,19.757,0.4407,0.8018,21.588,6,3,1,1.1046,1,9,2,5114.54
996.94,1225.47,1.2292,0.1014,1104.41,-9.879,0.09,3,34.091,0.6568,0.6116,41.349,1,12,1,1.0844,0,7,2,1364.35
1801.34,2141.87,1.189,0.1306,1981.95,-7.4666,53.88,193,3.582,1.567,0.7197,3.897,3,3,1,1.0874,0,7,1,2166.29
1894.13,2357.93,1.2449,0.1138,2109.14,-10.5514,1.19,55,46.114,1.9129,0.894,56.526,4,7,0,0.989,0,8,2,2718.04
1624.81,2126.99,1.3091,0.2992,2438.88,14.6634,6.74,260,38.601,0.6425,0.8158,37.056,3,10,1,1.0376,0,1,0,2427.15
2817.53,4447.61,1.5786,0.1578,4403.5,-0.9916,10.17,80,7.867,0.639,0.914,8.377,5,4,0,1.0046,0,7,2,3683.33
2909.99,5446.82,1.8718,0.1299,6151.7,12.9409,4.52,53,11.72,1.0525,0.902,14.148,1,12,1,1.0421,0,7,1,4530.17
2105.99,2843.71,1.3503,0.1482,3241.92,14.0035,11.64,379,32.556,0.6675,0.971,40.722,1,10,1,1.0945,1,4,2,2701.32
2092.05,4068.8,1.9449,0.2872,4474.2,9.9636,10.53,486,46.157,1.5981,0.8842,32.993,5,7,0,0.9641,0,4,1,3515.4
4228.5,8294.93,1.9617,0.204,7502.08,-9.5582,4.16,95,22.846,0.499,0.8006,17.417,0,3,1,1.0228,0,3,2,6876.23
4051.82,7962.1,1.9651,0.173,6481.99,-18.5895,14.03,348,24.796,0.7309,0.683,31.211,0,10,1,1.026,0,4,1,6797.85
1885.08,3509.89,1.8619,0.2747,3009.08,-14.2684,26.48,335,12.652,2.4748,0.7449,13.172,5,9,0,1.0136,1,1,2,2897.22
